article_id,title,url,publisher,hostname,timestamp,category
159,Why These 4 Stocks Declined: Microsoft Corporation (NASDAQ:MSFT  ...,http://www.gaininggreen.com/why-these-4-stocks-declined-microsoft-corporation-nasdaqmsft-mcdonalds-corporation-nysemcd-urban-outfitters-nasdaqurbn-att-nyset/1214097/,Gaining Green,www.gaininggreen.com,1390000000000.0,0
787,Stocks Seeing Modest Weakness In Early Trading - U.S. Commentary,http://www.rttnews.com/2283436/stocks-seeing-modest-weakness-in-early-trading-u-s-commentary.aspx\?type=uscom,RTT News,www.rttnews.com,1390000000000.0,0
4281,"RPT-As giant US IPO nears, Alibaba's China e-commerce crown slips",http://in.reuters.com/article/2014/03/17/china-ecommerce-idINL3N0ME17U20140317,Reuters,in.reuters.com,1400000000000.0,0
1593,Quiznos files for Chapter 11 protection as sandwich chain tries to reduce debt by  ...,http://www.ottawacitizen.com/business/Quiznos+files+Chapter+protection+sandwich+chain+tries+reduce/9618621/story.html,Ottawa Citizen,www.ottawacitizen.com,1400000000000.0,0
230,US launches criminal probe of GM safety woes,http://www.thespec.com/news-story/4408515-u-s-launches-criminal-probe-of-gm-safety-woes/,Hamilton Spectator,www.thespec.com,1390000000000.0,0
2957,Malaysia Airlines MH370: China 'will not give up' on plane,http://www.bbc.co.uk/news/world-asia-26556153,BBC News,www.bbc.co.uk,1390000000000.0,0
2808,Mortgage Rates Today: Rates Flat at BMO Harris and Citizens Bank (March 13),http://www.highlightpress.com/mortgage-rates-today-rates-flat-at-bmo-harris-and-citizens-bank-march-13/12513/ckelly,Highlight Press,www.highlightpress.com,1390000000000.0,0
2628,Crude oil futures slump after underwhelming Chinese export data,http://www.danielstrading.com/news/2014/03/10/crude-oil-futures-slump-after-underwhelming-chinese-export-data/,Daniels Trading,www.danielstrading.com,1390000000000.0,0
3068,Stocks end slightly lower on China growth worries - Live5News.com | Charleston  ...,http://www.live5news.com/story/24930784/stocks-slip-on-discouraging-news-from-asia,Live 5 News,www.live5news.com,1390000000000.0,0
721,U.S. stocks open lower in subdued trade; Dow Jones down 0.28%,http://www.nasdaq.com/article/us-stocks-open-lower-in-subdued-trade-dow-jones-down-028-cm333737,NASDAQ,www.nasdaq.com,1390000000000.0,0
2933,"Stocks meander as China, Ukraine worries weigh",http://helenair.com/business/stocks-meander-as-china-ukraine-worries-weigh/article_95ea1597-ed84-551b-81aa-3db3e116b111.html,Helena Independent Record,helenair.com,1390000000000.0,0
2128,Don't Sell Gold Stocks Now,http://personalliberty.com/2014/03/10/dont-sell-gold-stocks-now/,Personal Liberty Digest,personalliberty.com,1390000000000.0,0
3690,Sbarro again files for Chapter 11 reorganization,http://www.komonews.com/news/business/Sbarro-again-files-for-Chapter-11-reorganization-249289121.html,KOMO News,www.komonews.com,1390000000000.0,0
276,J.C. Penney Shares Rally as Citi Ups Retailer to 'Buy',http://www.foxbusiness.com/industries/2014/03/11/jc-penney-shares-rally-as-citi-ups-retailer-to-buy/,Fox Business,www.foxbusiness.com,1390000000000.0,0
2935,Quiznos Bankruptcy: Sandwich Chain Files For Protection Due to Millions in Debt,http://www.foodworldnews.com/articles/5424/20140315/quiznos-bankruptcy-sandwich-chain-files-protection-due-millions-debt.htm,Food World News,www.foodworldnews.com,1400000000000.0,0
3212,Mt Gox fielded MASSIVE DDOS attack before collapse,http://www.theregister.co.uk/2014/03/10/mt_gox_fielded_massive_ddos_attack_before_collapse/,Register,www.theregister.co.uk,1390000000000.0,0
4147,Tomnod website crashes after global search for missing plane intensifies,http://www.filmindustrynetwork.biz/tomnod-website-crashes-global-search-missing-plane-intensifies/23134,Film Industry Network,www.filmindustrynetwork.biz,1390000000000.0,0
4055,"FTSE100 down on Wall St dips; China, Ukraine fears",http://www.iii.co.uk/stockmarketwire/152979/ftse100-down-wall-st-dips-china-ukraine-fears,Interactive Investor,www.iii.co.uk,1390000000000.0,0
1601,iShares MSCI United Kingdom Index (ETF) (EWU) news: Broadbent to oversee  ...,http://seekingalpha.com/news/1632293-broadbent-to-oversee-boe-monetary-policy,Seeking Alpha,seekingalpha.com,1400000000000.0,0
4193,Wall Street little changed amid concerns about Ukraine,http://news.xinhuanet.com/english/business/2014-03/13/c_126259155.htm,Xinhua,news.xinhuanet.com,1390000000000.0,0
2250,Unicredit posts ???14bn loss for 2013,http://www.gulf-times.com/eco.-bus.%20news/256/details/384233/unicredit-posts-%E2%82%AC14bn-loss-for-2013,Gulf Times,www.gulf-times.com,1390000000000.0,0
2681,"Economic Watch: Produce Prices Fall, Consumer Sentiment Weakens",http://www.truckinginfo.com/news/story/2014/03/economic-watch-produce-prices-fall-consumer-sentiment-weakens.aspx,Truckinginfo,www.truckinginfo.com,1400000000000.0,0
1141,BB&T Bank Mortgage Rate Increases Thursday Mar 13,http://www.fidaily.com/bbt-bank-mortgage-rate-increases-thursday-mar-13/15372/roger-norton,Finance Daily,www.fidaily.com,1390000000000.0,0
3091,London shares fall as banks sink after Carney's forex warning,http://uk.news.yahoo.com/london-shares-fall-banks-sink-carneys-forex-warning-170157698.html,Yahoo News UK,uk.news.yahoo.com,1390000000000.0,0
2643,Administration says 5 million people have signed up for Obamacare,http://washingtonexaminer.com/administration-says-5-million-people-have-signed-up-for-obamacare/article/2545812,Washington Examiner,washingtonexaminer.com,1400000000000.0,0
740,Li allays fears of China debt crisis; to fight corruption,http://www.thehindubusinessline.com/news/international/li-allays-fears-of-china-debt-crisis-to-fight-corruption/article5780000.ece,Hindu Business Line,www.thehindubusinessline.com,1390000000000.0,0
333,EU aims for deal on tackling failing banks,http://main.omanobserver.om/\?p=63376,Oman Daily Observer,main.omanobserver.om,1390000000000.0,0
3268,"China's CSI300 index at near 9-mth low, Hong Kong sinks too",http://uk.reuters.com/article/2014/03/10/markets-hongkong-china-stocks-idUKL3N0M70KU20140310,Reuters UK,uk.reuters.com,1390000000000.0,0
4008,Risk-Off As China Disappoints,http://www.forbes.com/sites/kenrapoza/2014/03/10/risk-off-as-china-disappoints/,Forbes,www.forbes.com,1390000000000.0,0
4130,BB&T Bank Mortgage Interest Rates Edge Down Mar 12,http://www.modernreaders.com/bbt-bank-mortgage-interest-rates-edge-down-mar-12/3546/stephen-smith,Modern Readers,www.modernreaders.com,1390000000000.0,0
144,"On That Hawkish Wage Talk [SPDR S&P 500 ETF Trust, PowerShares QQQ  ...",http://seekingalpha.com/article/2083033-on-that-hawkish-wage-talk\?source=google_news,Seeking Alpha,seekingalpha.com,1400000000000.0,0
2285,Europe reaches crunch point on banking union,http://in.reuters.com/article/2014/03/10/eu-banks-resoluton-idINL6N0M71NJ20140310,Reuters,in.reuters.com,1390000000000.0,0
4171,American Eagle Falls as First-Quarter Forecast Trails Estimates,http://www.businessweek.com/news/2014-03-11/american-eagle-falls-as-first-quarter-forecast-trails-estimates,Businessweek,www.businessweek.com,1390000000000.0,0
1064,"Shares capped by Chinese data, Ukrainian worries linger",http://www.bdlive.co.za/markets/2014/03/13/shares-capped-by-chinese-data-ukrainian-worries-linger,BDlive,www.bdlive.co.za,1390000000000.0,0
4165,Quiznos sandwich chain files pre-packaged bankruptcy,http://www.upi.com/Business_News/2014/03/15/Quiznos-sandwich-chain-files-pre-packaged-bankruptcy/UPI-47391394899498/,UPI.com,www.upi.com,1400000000000.0,0
472,"Global Markets: Weak China exports weigh on stocks, hit commodities",http://www.gmanetwork.com/news/story/351955/news/world/global-markets-weak-china-exports-weigh-on-stocks-hit-commodities,GMA News,www.gmanetwork.com,1390000000000.0,0
3686,"Mass transit use up nationally, but TriMet ridership down",http://www.katu.com/news/local/Mass-transit-use-up-nationally-but-TriMet-ridership-down-249321641.html,KATU,www.katu.com,1390000000000.0,0
1716,Opening Bell 10 March | Asian markets slump,http://www.livemint.com/Money/3wB94xRNBhiCci49b8mjGN/Opening-Bell-10-March--Asian-markets-slump.html,Livemint,www.livemint.com,1390000000000.0,0
1817,"Gold flat; Ukraine, weak Chinese export seen supporting",http://www.moneycontrol.com/news/commodities/gold-flat-ukraine-weak-chinese-export-seen-supporting_1052388.html,Moneycontrol.com,www.moneycontrol.com,1390000000000.0,0
3595,Sandwich chain Quiznos files for Chapter 11 bankruptcy,http://jacksonville.com/breaking-news/2014-03-14/story/sandwich-chain-quiznos-files-chapter-11-bankruptcy,Florida Times-Union,jacksonville.com,1400000000000.0,0
66,Oil prices ease on weak Chinese trade data,http://www.thenewage.co.za/120632-9-53-Oil_prices_ease_on_weak_Chinese_trade_data,The New Age Online,www.thenewage.co.za,1390000000000.0,0
4228,Herbalife Ltd. (HLF) news: Herbalife: 4 'Need To Know' Facts For This Coming  ...,http://seekingalpha.com/article/2077953-herbalife-4-need-to-know-facts-for-this-coming-week-in-the-perpetual-saga\?source=google_news,Seeking Alpha,seekingalpha.com,1390000000000.0,0
1818,U.S. stock futures likely to head lower,http://www.sltrib.com/sltrib/money/57670068-79/percent-futures-china-concerns.html.csp,Salt Lake Tribune,www.sltrib.com,1390000000000.0,0
1242,Markets hold breath as China's shadow banking grinds to a halt,http://www.telegraph.co.uk/finance/china-business/10688667/Markets-hold-breath-as-Chinas-shadow-banking-grinds-to-a-halt.html,Telegraph.co.uk,www.telegraph.co.uk,1390000000000.0,0
2196,Bitcoin exchange Mt. Gox files for bankruptcy in the US,http://www.engadget.com/2014/03/10/mt-gox-us-bankruptcy/,Engadget,www.engadget.com,1390000000000.0,0
420,Public transit systems in Ky. see ridership losses,http://www.sfgate.com/news/article/Public-transit-systems-in-Ky-see-ridership-losses-5304082.php,San Francisco Chronicle,www.sfgate.com,1390000000000.0,0
1739,China stocks sink on weak data,http://news.xinhuanet.com/english/china/2014-03/10/c_133175318.htm,Xinhua,news.xinhuanet.com,1390000000000.0,0
652,Unicredit posts 14 bn euro loss for 2013,http://digitaljournal.com/business/business/unicredit-posts-14-bn-euro-loss-for-2013/article/375691,DigitalJournal.com,digitaljournal.com,1390000000000.0,0
2969,All out of dough: Sbarro Pizza files for bankruptcy for the second time in three  ...,http://www.dailymail.co.uk/news/article-2577479/All-dough-Sbarro-Pizza-files-bankruptcy-second-time-three-years-struggling-dept-low-consumer-traffic-shopping-malls.html,Daily Mail,www.dailymail.co.uk,1390000000000.0,0
805,Hong Kong shares in biggest loss in 5 weeks after anemic China data,http://economictimes.indiatimes.com/markets/global-markets/hong-kong-shares-in-biggest-loss-in-5-weeks-after-anemic-china-data/articleshow/31781365.cms,Economic Times,economictimes.indiatimes.com,1390000000000.0,0
3437,MARKET SNAPSHOT: U.S. Stocks Edge Lower In Choppy Trading,http://www.nasdaq.com/article/market-snapshot-us-stocks-edge-lower-in-choppy-trading-20140311-00819,NASDAQ,www.nasdaq.com,1390000000000.0,0
1370,China's January-February economic activity cools to multi-year lows,http://www.iii.co.uk/news-opinion/reuters/news/153405,Interactive Investor,www.iii.co.uk,1390000000000.0,0
2434,Pimco: Inflation Jury Should Decide How Much Slack Is in US Economy,http://www.minyanville.com/business-news/the-economy/articles/How-Much-Slack-US-Economy-Inflation/3/11/2014/id/54115,Minyanville.com,www.minyanville.com,1400000000000.0,0
1804,"Gold hits near 6-month high as equities fall on China, Ukraine",http://economictimes.indiatimes.com/markets/commodities/gold-hits-near-6-month-high-as-equities-fall-on-china-ukraine/articleshow/31902802.cms,Economic Times,economictimes.indiatimes.com,1390000000000.0,0
3209,China Premier Li downplays debt risks,http://www.business-standard.com/article/international/china-premier-li-downplays-debt-risks-114031300124_1.html,Business Standard,www.business-standard.com,1390000000000.0,0
1579,Wall St cuts losses as diplomacy ramps up in Ukraine,http://www.buenosairesherald.com/article/154235/wall-st-cuts-losses-as-diplomacy-ramps-up-in-ukraine,Buenos Aires Herald,www.buenosairesherald.com,1390000000000.0,0
2389,Euro zone inflation drops back to lowest ever level in February,http://in.reuters.com/article/2014/03/17/us-eurozone-inflation-idINBREA2G0H220140317,Reuters,in.reuters.com,1400000000000.0,0
665,China growth worries send stocks lower,http://gazette.com/china-growth-worries-send-stocks-lower/article/1516184,Colorado Springs Gazette,gazette.com,1390000000000.0,0
422,"Fannie, Freddie shares sink on overhaul plans",http://www.usatoday.com/story/money/business/2014/03/11/fannie-mae-freddie-mac-housing-mortgage-reform/6303817/,USA TODAY,www.usatoday.com,1390000000000.0,0
3597,Yuan Drops as PBOC Cuts Reference Rate by Most Since July 2012,http://www.bloomberg.com/news/2014-03-10/yuan-drops-as-pboc-cuts-reference-rate-by-most-since-july-2012.html,Bloomberg,www.bloomberg.com,1390000000000.0,0
765,Is spitting in TriMet driver's face 'assault'? Union wants hostile riders taken more  ...,http://www.oregonlive.com/commuting/index.ssf/2014/03/is_spitting_in_trimet_drivers.html,The Oregonian,www.oregonlive.com,1390000000000.0,0
2881,Sbarro pizza chain files for Chapter 11,http://www.nydailynews.com/new-york/sbarro-pizza-chain-files-chapter-11-article-1.1716542,New York Daily News,www.nydailynews.com,1390000000000.0,0
3036,McDonald's posts weak February sales results,http://www.proactiveinvestors.com/companies/news/52649/mcdonalds-posts-weak-february-sales-results-52649.html,Proactive Investors USA \& Canada,www.proactiveinvestors.com,1390000000000.0,0
1881,"Wall Street declines on China, Ukraine",http://www.iol.co.za/business/international/wall-street-declines-on-china-ukraine-1.1660334,Independent Online,www.iol.co.za,1390000000000.0,0
86,American Airlines And JetBlue Airways Discontinue Partnership,http://www.broadwayworld.com/bwwtravel/article/American-Airlines-And-JetBlue-Airways-Discontinue-Partnership-20140310,Broadway World,www.broadwayworld.com,1390000000000.0,0
808,"WORLD STOCK REPORT: Global stocks decline on sluggish Japan, China  ...",http://fxpips.com/world-stock-report-global-stocks-decline-on-sluggish-japan-china-report/,FxPips.com,fxpips.com,1390000000000.0,0
2244,Sbarro Files Second Ch. 11 Petition Since 2011,http://www.law360.com/articles/516784/sbarro-files-second-ch-11-petition-since-2011,Law360 \(subscription\),www.law360.com,1390000000000.0,0
2624,Mt Gox faced 150000 attacks per second,http://thepeninsulaqatar.com/business/international-business/275450/mt-gox-faced-150-000-attacks-per-second,Peninsula On-line,thepeninsulaqatar.com,1390000000000.0,0
4317,Quiznos Files For Bankruptcy,http://laredosun.us/\?p=3192,Laredo Sun,laredosun.us,1400000000000.0,0
2623,"Hertz Global Holdings (HTZ) Misses Q4 EPS by 6c; Guides Q1, FY14","http://www.streetinsider.com/Earnings/Hertz+Global+Holdings+(HTZ)+Misses+Q4+EPS+by+6c%3B+Guides+Q1,+FY14/9290691.html",StreetInsider.com \(subscription\),www.streetinsider.com,1400000000000.0,0
395,"Disappointing Chinese exports halt stocks, hammer commodities",http://www.bdlive.co.za/markets/2014/03/10/disappointing-chinese-exports-halt-stocks-hammer-commodities,BDlive,www.bdlive.co.za,1390000000000.0,0
3650,"Chrysler Recalls 25000 Vehicles, Loosening Russia's Energy Grip, Fyffes to  ...",http://spendmatters.com/2014/03/10/chrysler-recalls-25000-vehicles-loosening-russias-energy-grip-fyffes-merge-chiquita/,Spend Matters,spendmatters.com,1390000000000.0,0
4180,Gold falls as US growth optimism weighs,http://www.bdlive.co.za/markets/2014/03/10/gold-falls-as-us-growth-optimism-weighs,BDlive,www.bdlive.co.za,1390000000000.0,0
3186,"UniCredit Posts Record Loss on Bad Loans, Goodwill Writedown",http://www.sfgate.com/business/bloomberg/article/UniCredit-Posts-Record-Loss-on-Bad-Loans-5306820.php,San Francisco Chronicle,www.sfgate.com,1390000000000.0,0
1005,US consumer sentiment slips; bad weather eyed,http://www.brecorder.com/business-a-economy/189/1162859/,Business Recorder,www.brecorder.com,1400000000000.0,0
2810,US mortgage applications slip in latest week -MBA,http://www.reuters.com/article/2014/03/12/usa-economy-mortgages-idUSN9N0AR02L20140312,Reuters,www.reuters.com,1390000000000.0,0
3606,UPDATE 2-McDonald's US sales continue to struggle in February,http://www.reuters.com/article/2014/03/10/mcdonalds-sales-idUSL2N0M70PB20140310,Reuters,www.reuters.com,1390000000000.0,0
2065,Bitcoin credibility in the balance as woes spread,http://www.globaltimes.cn/content/847435.shtml,Global Times,www.globaltimes.cn,1390000000000.0,0
2426,Crude drops on soft Chinese trade figures,http://www.nasdaq.com/article/crude-drops-on-soft-chinese-trade-figures-cm333912,NASDAQ,www.nasdaq.com,1390000000000.0,0
177,"US STOCKS-Wall Street falls in choppy trading, catalysts scarce",http://in.reuters.com/article/2014/03/11/markets-usa-stocks-idINL2N0M81I520140311,Reuters,in.reuters.com,1390000000000.0,0
663,Aust dollar falls at noon,https://www.businessspectator.com.au/news/2014/3/10/australian-dollar/aust-dollar-falls-noon,Business Spectator,www.businessspectator.com.au,1390000000000.0,0
2479,Asia growth worries cause stocks to decline,http://www.timesunion.com/business/article/Asia-growth-worries-cause-stocks-to-decline-5304996.php,Albany Times Union,www.timesunion.com,1390000000000.0,0
1223,UPDATE 2-American Airlines to end ticketing agreement with JetBlue,http://www.reuters.com/article/2014/03/10/americanairlines-partnership-idUSL3N0M736E20140310,Reuters,www.reuters.com,1390000000000.0,0
2883,China CSI300 share index at 5-year closing low on slowdown fears,http://economictimes.indiatimes.com/markets/global-markets/china-csi300-share-index-at-5-year-closing-low-on-slowdown-fears/articleshow/31779434.cms,Economic Times,economictimes.indiatimes.com,1390000000000.0,0
1628,HK stocks close 1.75 pct lower,http://www.shanghaidaily.com/article/article_xinhua.aspx\?id=205712,Shanghai Daily \(subscription\),www.shanghaidaily.com,1390000000000.0,0
1559,"Herbalife faces US inquiry, shares plunge",http://www.cbsnews.com/news/herbalife-facing-us-inquiry-shares-plunge/,CBS News,www.cbsnews.com,1390000000000.0,0
200,"Sbarro pizza chain files for bankruptcy, second time in three years",http://thecelebritycafe.com/feature/2014/03/sbarro-pizza-chain-files-bankruptcy-second-time-three-years,TheCelebrityCafe.com,thecelebritycafe.com,1390000000000.0,0
2908,US stocks finish mostly higher after a weak start - KUSI.com - KUSI News - San  ...,http://www.kusi.com/story/24953165/us-stocks-head-lower-for-a-third-day-straight,KUSI,www.kusi.com,1390000000000.0,0
1011,Stronger sterling would delay Bank of England rate rise - BoE's Bean,http://in.reuters.com/article/2014/03/10/britain-boe-bean-sterling-idINL9N0KY00O20140310,Reuters,in.reuters.com,1390000000000.0,0
3263,"Stock Market Today: Dow Jones Industrial Average Falls, These Stocks Soar",http://moneymorning.com/2014/03/12/stock-market-today-dow-jones-industrial-average-falls-stocks-soar/,Money Morning,moneymorning.com,1390000000000.0,0
2016,China's CSI 300 Sinks to 5-Year Low as Export Slump Weakens Yuan,http://www.sfgate.com/business/bloomberg/article/China-s-CSI-300-Sinks-to-5-Year-Low-as-Export-5302864.php,San Francisco Chronicle,www.sfgate.com,1390000000000.0,0
4306,Sandwich chain Quiznos files for bankruptcy protection,http://www.globalpost.com/dispatch/news/thomson-reuters/140314/sandwich-chain-quiznos-files-bankruptcy-protection,GlobalPost,www.globalpost.com,1400000000000.0,0
14,"U.S. futures mixed to lower, Chinese data weighs; Dow Jones down 0.09%",http://www.nasdaq.com/article/us-futures-mixed-to-lower-chinese-data-weighs-dow-jones-down-009-cm333648,NASDAQ,www.nasdaq.com,1390000000000.0,0
4111,"Shares capped by China, Ukraine",http://www.iol.co.za/business/international/shares-capped-by-china-ukraine-1.1660863,Independent Online,www.iol.co.za,1390000000000.0,0
2939,"Week Ahead: Markets On Edge Over Russia, Yellen, Fitch",http://www.forbes.com/sites/markmcsherry/2014/03/16/week-ahead-markets-on-edge-over-russia-yellen-fitch/,Forbes,www.forbes.com,1400000000000.0,0
3842,"US stocks dip on weak Asian data, Ukraine",http://www.brecorder.com/markets/equity/americas/161668-us-stocks-dip-on-weak-asian-data-ukraine.html,Business Recorder,www.brecorder.com,1390000000000.0,0
2064,"UPDATE 1-Fannie, Freddie could send $179.2 bln to taxpayers -White House",http://in.reuters.com/article/2014/03/10/usa-fiscal-fanniefreddie-idINL2N0M71A620140310,Reuters,in.reuters.com,1390000000000.0,0
4302,Sandwich Maker Quiznos Files For Bankruptcy,http://www.10tv.com/content/stories/2014/03/14/us-quiznos-files-for-bankruptcy.html,10TV,www.10tv.com,1400000000000.0,0
3321,Copper Slumps Again on Worries Over China's Economy,http://online.wsj.com/article/BT-CO-20140310-700166.html,Wall Street Journal,online.wsj.com,1390000000000.0,0
3688,Copper's 'fall out of bed' underscores China woes,http://www.moneycontrol.com/news/features/coppers-fall-outbed-underscores-china-woes_1052101.html,Moneycontrol.com,www.moneycontrol.com,1390000000000.0,0
3292,Big drop in Chinese exports fuels fears,http://economictimes.indiatimes.com/news/international/business/big-drop-in-chinese-exports-fuels-fears/articleshow/31763429.cms,Economic Times,economictimes.indiatimes.com,1390000000000.0,0
909,"UPDATE 2-American Eagle's forecast disappoints, shares slip",http://in.reuters.com/article/2014/03/11/amer-eagle-out-results-idINL3N0M83HX20140311,Reuters,in.reuters.com,1390000000000.0,0
2670,McDonald's Sales Tank In February,http://time.com/18190/mcdonalds-sales-tank-in-february/,TIME,time.com,1390000000000.0,0
